year,make,model,review,
2008,Honda,Accord,"I like Honda Accord in general. All the features are great, its affordable luxury car. I never had any problems with this car. It has a great gas milage and is very reliable. If I had to get a new car it would be 2015 Honda Accord.",Commuting to work
2008,Honda,CR-V,I like it. It is a great and safe car a small family. I recommend it for people who want a cool car for work and for family. I give 5 stars overall for this the engine and the design.,
2007,Honda,Fit,"good small car but has lot of space inside. The seats are not so comfortable for the long trip. Engine is small and lack of power. Good for the student and small family. Overall, it is a nice car. I would recommend this car to anyone.",Commuting to work
2009,Honda,Odyssey,Good family van. Easy to accommodate 8 people for the long trip. Of course 6 people will be more suitable. Plenty of luggage room for a family trip of a week or longer. Reliability is also pretty good in my 5 years of using.,1). Interior room. 2). Comfort of seats. 3). Handling. 4). Reliability
2009,Honda,Odyssey,"Performance: OK for a mini van \nBuild Quality: very good. \nAppearance: OK for a mini van \nCost of Ownership: just regualr maint, oil changes and other vital fluids, wish it has better mileage\nFun Factor: You tell me, its a van for crips sake!",If you have a big family get one!
2007,Honda,Element,"lots of room inside with a small exterior size. Fits 4 large people comfortably and is very dependable. Lives up to what you would expect from a Honda as far as build quality, fit and feel as well as drive quality","Utility (towing boats, transporting cargo, etc.)"
2007,Honda,Fit,"Love driving this car and love all of the room it has! Great for gas mileage. Cheap to buy, cheap to drive, but loaded with smart features. Would definitely buy another when I drive this into the ground in a number of years.",Commuting to work
2007,Honda,Accord,I really like the space in the back seat. We often have friends or coworkers in the back seat and they always rave about how nice it is in the back. We also like the storage capacity of the trunk - it is huge! We love this car and haven't had any troubles maintaining it - very worry free!,Commuting to work
2009,Honda,Civic,I really like the interior dash board design. The blue gauges aren't as harsh at night as the green ones on my Cadillac. Great gas mileage and repair costs are very manageable. I'd recommend it to a friend or family member easily.,Family transportation
2007,Honda,Accord,"I just bought a 2007 Honda Accord SE. It's a fantastic car, fun to drive, reliable. Good value!",
2007,Honda,Accord,love my honda will own another cae but a honda it's fun to drive look great,
2007,Honda,Accord,"Owned this car for 8 years and when I sold it still rode like the day I purchased it. never had any issues with it , just put gas in it, changed the oil and filters regularly and kept it clean",Commuting to work
2008,Honda,Civic,"The most reliable and fuel efficient car I have owned. The interior is larger than one might expect, and comfortable. Great handling and visibility. Very good sound system. Convenient features like steering wheel controls; easy to see gauge cluster; heated seats; pass-thru back seat.",Commuting to work
2009,Honda,CR-V,"hi owned car since new aways maintained ,done all maintaince, gets about 25 mpg all the time mainly city driving, never let me down always start and gets me everywhere, comfortable, roomy has great a/c here in fla,good brakes and drives fantastic highly recomend to anyone to buy one",Family transportation
2009,Honda,Civic,"Great on gas, could use some more horsepower. I am 6'7 and I can fit in the backseat, however, I would not want to ride back there on a long trip. Handles like a dream. Looks great and has little maintenance cost.",Family transportation
2009,Honda,Fit,Very dependable car. The vehicle is great around town and can fit almost anything I back. A lot of head room and visibility when traveling. Fits into tight spaces and easy to parallel park. Great first car or just a to safe on gas.,Commuting to work
2007,Honda,Accord,"The cloth seats are warm in the winter and cool in the summer unlike leather. It is very easy to drive and park. Unlike the smaller engine, it has no problem getting onto the freeway even with four people in it and makes it a lot more fun to drive! And it gets almost the same fuel mileage as the smaller engine!",Family transportation
2007,Honda,Accord,"This is my third Honda. I was considering waiting for the 08 to come out but got such a good deal on my 07 EXL I decided not to wait. I bought the 4 cylinder model with automatic. Plenty of power and great fuel economy. I have been averaging 24 to 26 MPG in town and 34 to 38 on a trip. I have owned several BMW's in the past.I actually test drove a new 3 series to compare. Yes, this car will not outhandle or outperform the gold standard but for 20,000 less I can live with the few shortcomings. Had I bought the V-6 I think the difference would be even less. I like the Honda navigation system better and it is very nimble and actually handles very Euro. I feel that with better set of tires the difference would be less noticeable. I bought the 100,000 7 year extended warranty so I have no worries about any future repairs. If my past experience with Honda is any indication I will not be needing it anyway. I drove a new Camry but did not like it quite as well and my experience with Toyota is they nickel and dime you to death with scheduled necessary maintenance. There is nothing other than oil changes for the first 100,000 miles for my new Accord. I have a great dealer with a stellar service department should I need their service. If there is a better car out there I have yet to find it for the money. It is all about reliability and tremendous resale value. I drive a 97 Accord EX wagon that I bought 3 years ago with 87,000 miles on it. I have put over 30,000 in those three years with 0 repairs other than maintenance. During the same three years I have rented 30 or so Fords from Hertz and have been stranded three times in the three years on car all with less than 20,000 miles on the odometer. So much for the American reliability but then my sticker says the Accord has 65% US content which is more than some of the US brands out there. I am not dissappointed in my purchase.",
